"No.","Time","TCP Delta","Length","Protocol","Stream index","Destination Port","Time since first frame in this TCP stream","Epoch Arrival Time","Info"
"1","21:40:39","0.000000000","66","TCP","0","8883","0.000000000","1726620039.013319000","57018  >  secure-mqtt(8883) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2","21:40:39","0.033973000","66","TCP","0","57018","0.033973000","1726620039.047292000","secure-mqtt(8883)  >  57018 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1416 SACK_PERM WS=256"
"3","21:40:39","0.000156000","54","TCP","0","8883","0.034129000","1726620039.047448000","57018  >  secure-mqtt(8883) [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"4","21:40:39","0.022813000","457","TLSv1.3","0","8883","0.056942000","1726620039.070261000","Client Hello (SNI=ar11fxxe10fbm-ats.iot.sa-east-1.amazonaws.com)"
"5","21:40:39","0.024286000","60","TCP","0","57018","0.081228000","1726620039.094547000","secure-mqtt(8883)  >  57018 [ACK] Seq=1 Ack=404 Win=28160 Len=0"
"6","21:40:39","0.000181000","181","TLSv1.3","0","57018","0.081409000","1726620039.094728000","Server Hello"
"7","21:40:39","0.000158000","92","TLSv1.3","0","57018","0.081567000","1726620039.094886000","Change Cipher Spec, Application Data"
"8","21:40:39","0.000040000","54","TCP","0","8883","0.081607000","1726620039.094926000","57018  >  secure-mqtt(8883) [ACK] Seq=404 Ack=166 Win=131328 Len=0"
"9","21:40:39","0.000163000","127","TLSv1.3","0","57018","0.081770000","1726620039.095089000","Application Data"
"10","21:40:39","0.000000000","1470","TCP","0","57018","0.081770000","1726620039.095089000","secure-mqtt(8883)  >  57018 [ACK] Seq=239 Ack=404 Win=28160 Len=1416 [TCP segment of a reassembled PDU]"
"11","21:40:39","0.000053000","54","TCP","0","8883","0.081823000","1726620039.095142000","57018  >  secure-mqtt(8883) [ACK] Seq=404 Ack=1655 Win=131584 Len=0"
"12","21:40:39","0.000104000","1470","TCP","0","57018","0.081927000","1726620039.095246000","secure-mqtt(8883)  >  57018 [ACK] Seq=1655 Ack=404 Win=28160 Len=1416 [TCP segment of a reassembled PDU]"
"13","21:40:39","0.000000000","1470","TCP","0","57018","0.081927000","1726620039.095246000","secure-mqtt(8883)  >  57018 [ACK] Seq=3071 Ack=404 Win=28160 Len=1416 [TCP segment of a reassembled PDU]"
"14","21:40:39","0.000000000","839","TLSv1.3","0","57018","0.081927000","1726620039.095246000","Application Data"
"15","21:40:39","0.000000000","398","TLSv1.3","0","57018","0.081927000","1726620039.095246000","Application Data, Application Data"
"16","21:40:39","0.000073000","54","TCP","0","8883","0.082000000","1726620039.095319000","57018  >  secure-mqtt(8883) [ACK] Seq=404 Ack=5616 Win=131584 Len=0"
"17","21:40:39","0.094649000","1360","TLSv1.3","0","8883","0.176649000","1726620039.189968000","Change Cipher Spec, Application Data, Application Data, Application Data, Application Data"
"18","21:40:39","0.060557000","60","TCP","0","57018","0.237206000","1726620039.250525000","secure-mqtt(8883)  >  57018 [ACK] Seq=5616 Ack=1710 Win=46080 Len=0"
"19","21:40:39","0.003656000","80","TLSv1.3","0","57018","0.240862000","1726620039.254181000","Application Data"
"20","21:40:39","0.047049000","54","TCP","0","8883","0.287911000","1726620039.301230000","57018  >  secure-mqtt(8883) [ACK] Seq=1710 Ack=5642 Win=131584 Len=0"
"21","21:41:39","59.733533000","253","TLSv1.3","0","8883","60.021444000","1726620099.034763000","Application Data"
"22","21:41:39","0.017375000","60","TCP","0","57018","60.038819000","1726620099.052138000","secure-mqtt(8883)  >  57018 [ACK] Seq=5642 Ack=1909 Win=48640 Len=0"
"23","21:41:39","0.008203000","80","TLSv1.3","0","57018","60.047022000","1726620099.060341000","Application Data"
"24","21:41:39","0.042097000","54","TCP","0","8883","60.089119000","1726620099.102438000","57018  >  secure-mqtt(8883) [ACK] Seq=1909 Ack=5668 Win=131584 Len=0"
"25","21:42:25","46.001668000","78","TLSv1.3","0","8883","106.090787000","1726620145.104106000","Application Data"
"26","21:42:25","0.000549000","78","TLSv1.3","0","8883","106.091336000","1726620145.104655000","Application Data"
"27","21:42:25","0.018218000","60","TCP","0","57018","106.109554000","1726620145.122873000","secure-mqtt(8883)  >  57018 [ACK] Seq=5668 Ack=1958 Win=48640 Len=0"
"28","21:42:25","0.001715000","78","TLSv1.3","0","57018","106.111269000","1726620145.124588000","Application Data"
"29","21:42:25","0.000134000","60","TCP","0","57018","106.111403000","1726620145.124722000","secure-mqtt(8883)  >  57018 [FIN, ACK] Seq=5692 Ack=1958 Win=48640 Len=0"
"30","21:42:25","0.000067000","54","TCP","0","8883","106.111470000","1726620145.124789000","57018  >  secure-mqtt(8883) [ACK] Seq=1958 Ack=5693 Win=131584 Len=0"
"31","21:42:25","0.000000000","66","TCP","1","8883","0.000000000","1726620145.883857000","57119  >  secure-mqtt(8883) [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"32","21:42:25","0.024073000","66","TCP","1","57119","0.024073000","1726620145.907930000","secure-mqtt(8883)  >  57119 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1416 SACK_PERM WS=256"
"33","21:42:25","0.000148000","54","TCP","1","8883","0.024221000","1726620145.908078000","57119  >  secure-mqtt(8883) [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"34","21:42:26","0.661054000","457","TLSv1.3","1","8883","0.685275000","1726620146.569132000","Client Hello (SNI=ar11fxxe10fbm-ats.iot.sa-east-1.amazonaws.com)"
"35","21:42:26","0.028997000","60","TCP","1","57119","0.714272000","1726620146.598129000","secure-mqtt(8883)  >  57119 [ACK] Seq=1 Ack=404 Win=28160 Len=0"
"36","21:42:26","0.000122000","181","TLSv1.3","1","57119","0.714394000","1726620146.598251000","Server Hello"
"37","21:42:26","0.000000000","92","TLSv1.3","1","57119","0.714394000","1726620146.598251000","Change Cipher Spec, Application Data"
"38","21:42:26","0.000081000","54","TCP","1","8883","0.714475000","1726620146.598332000","57119  >  secure-mqtt(8883) [ACK] Seq=404 Ack=166 Win=131328 Len=0"
"39","21:42:26","0.000114000","127","TLSv1.3","1","57119","0.714589000","1726620146.598446000","Application Data"
"40","21:42:26","0.000000000","1470","TCP","1","57119","0.714589000","1726620146.598446000","secure-mqtt(8883)  >  57119 [ACK] Seq=239 Ack=404 Win=28160 Len=1416 [TCP segment of a reassembled PDU]"
"41","21:42:26","0.000000000","1470","TCP","1","57119","0.714589000","1726620146.598446000","secure-mqtt(8883)  >  57119 [ACK] Seq=1655 Ack=404 Win=28160 Len=1416 [TCP segment of a reassembled PDU]"
"42","21:42:26","0.000071000","54","TCP","1","8883","0.714660000","1726620146.598517000","57119  >  secure-mqtt(8883) [ACK] Seq=404 Ack=3071 Win=131584 Len=0"
"43","21:42:26","0.000288000","1470","TCP","1","57119","0.714948000","1726620146.598805000","secure-mqtt(8883)  >  57119 [ACK] Seq=3071 Ack=404 Win=28160 Len=1416 [TCP segment of a reassembled PDU]"
"44","21:42:26","0.000000000","839","TLSv1.3","1","57119","0.714948000","1726620146.598805000","Application Data"
"45","21:42:26","0.000075000","54","TCP","1","8883","0.715023000","1726620146.598880000","57119  >  secure-mqtt(8883) [ACK] Seq=404 Ack=5272 Win=131584 Len=0"
"46","21:42:26","0.000071000","340","TLSv1.3","1","57119","0.715094000","1726620146.598951000","Application Data"
"47","21:42:26","0.000000000","112","TLSv1.3","1","57119","0.715094000","1726620146.598951000","Application Data"
"48","21:42:26","0.000055000","54","TCP","1","8883","0.715149000","1726620146.599006000","57119  >  secure-mqtt(8883) [ACK] Seq=404 Ack=5616 Win=131328 Len=0"
"49","21:42:26","0.341965000","1360","TLSv1.3","1","8883","1.057114000","1726620146.940971000","Change Cipher Spec, Application Data, Application Data, Application Data, Application Data"
"50","21:42:27","0.079620000","60","TCP","1","57119","1.136734000","1726620147.020591000","secure-mqtt(8883)  >  57119 [ACK] Seq=5616 Ack=1710 Win=46080 Len=0"
"51","21:42:27","0.014991000","80","TLSv1.3","1","57119","1.151725000","1726620147.035582000","Application Data"
"52","21:42:27","0.215987000","80","TCP","1","57119","1.367712000","1726620147.251569000","[TCP Retransmission] secure-mqtt(8883)  >  57119 [PSH, ACK] Seq=5616 Ack=1710 Win=46080 Len=26"
"53","21:42:27","0.000084000","66","TCP","1","8883","1.367796000","1726620147.251653000","57119  >  secure-mqtt(8883) [ACK] Seq=1710 Ack=5642 Win=131072 Len=0 SLE=5616 SRE=5642"
"54","21:42:32","5.593607000","253","TLSv1.3","1","8883","6.961403000","1726620152.845260000","Application Data"
"55","21:42:32","0.020699000","60","TCP","1","57119","6.982102000","1726620152.865959000","secure-mqtt(8883)  >  57119 [ACK] Seq=5642 Ack=1909 Win=48640 Len=0"
"56","21:42:32","0.006690000","80","TLSv1.3","1","57119","6.988792000","1726620152.872649000","Application Data"
"57","21:42:33","0.183816000","54","TCP","1","8883","7.172608000","1726620153.056465000","57119  >  secure-mqtt(8883) [ACK] Seq=1909 Ack=5668 Win=131072 Len=0"
"58","21:43:25","52.780116000","253","TLSv1.3","1","8883","59.952724000","1726620205.836581000","Application Data"
"59","21:43:25","0.028661000","80","TLSv1.3","1","57119","59.981385000","1726620205.865242000","Application Data"
"60","21:43:25","0.055698000","54","TCP","1","8883","60.037083000","1726620205.920940000","57119  >  secure-mqtt(8883) [ACK] Seq=2108 Ack=5694 Win=131072 Len=0"
"61","21:44:25","59.923133000","78","TLSv1.3","1","8883","119.960216000","1726620265.844073000","Application Data"
"62","21:44:25","0.023380000","78","TLSv1.3","1","57119","119.983596000","1726620265.867453000","Application Data"
"63","21:44:26","0.141068000","54","TCP","1","8883","120.124664000","1726620266.008521000","57119  >  secure-mqtt(8883) [ACK] Seq=2132 Ack=5718 Win=131072 Len=0"
